i,c,n,s
1000101487,09868,XPENG-W,17762
1000113244,09869,HELENS,6083
1000279399,09876,OCEAN ONE HLDG,12842
1000167328,09877,JENSCARE-B,8783
1000137083,09878,HUITONGDA NET,8344
1000218180,09879,MIGAO GROUP,11686
1000208870,09880,UBTECH ROBOTICS,17380
1000261970,09881,RONGTA TECH,13191
1000203878,09882,BEST LINKING,352
1000195870,09885,YSB,17834
1000165124,09886,DINGDANG HEALTH,4780
1000265333,09887,LEADS BIOLABS-B,10776
1000086901,09888,BIDU-SW,892
1000115977,09889,DRCB,4808
1000192437,09890,TANWAN,15359
1000247350,09893,PIZU GROUP,12958
1000158799,09896,MNSO,11716
1000126406,09898,WB-SW,17590
1000109694,09899,NETEASE MUSIC,12771
1000019183,09900,ZCLOUD TECH CON,17876
1000062749,09901,NEW ORIENTAL-S,12783
1000286595,09903,ILUVATAR COREX,8689
1000044861,09906,HONLIV HEALTH,6275
1000039571,09908,JIAXING GAS,8801
1000018101,09909,POWERLONG CM,12981
1000018257,09911,NEWBORNTOWN,12792
1000030609,09913,CHI KAN HLDGS,2638
1000025232,09916,XINGYE WULIAN,17729
1000018969,09918,WISE ALLY INTL,17644
1000019990,09919,ACTIVATION GP,91
1000018449,09922,JIUMAOJIU,8828
1000038180,09923,YEAHKA,17805
1000035461,09926,AKESO,166
1000278517,09927,SERES,13301
1000017525,09928,TIMES NEIGHBOR,15446
1000023993,09929,SEM HLDGS,13295
1000193085,09930,HORIZON CD,6283
1000019537,09933,GHW INTL,5382
1000027520,09936,XIMEI RESOURCES,17719
1000018258,09938,WAH WO HOLDINGS,17569
1000038320,09939,KINTOR PHARMA-B,10704
1000157450,09955,CLOUDR,3848
1000041665,09958,LITIAN PICTURES,10834
1000089296,09959,LINKLOGIS-W,10829
1000101870,09960,KINDSTAR GLOBAL,10686
1000090312,09961,TRIP.COM-S,15503
1000062364,09963,TRANSTECH,15497
1000016741,09966,ALPHAMAB-B,177
1000018970,09968,HUIJING HLDGS,8336
1000028052,09969,INNOCARE,8710
1000273974,09973,CHERY AUTO,2629
1000039980,09978,FINELAND LIVING,5250
1000045676,09979,GREENTOWN MGMT,5922
1000289422,09980,EASTROC,5084
1000291808,09981,WOER,17654
1000095968,09982,CENTRALCHINA MT,2530
1000037596,09983,CC NEW LIFE,2429
1000126167,09985,WL DELICIOUS,17652
1000045903,09986,DASHAN EDU,4743
1000055939,09987,YUM CHINA,17854
1000015694,09988,BABA-W,280
1000044671,09989,HEPALINK,6095
1000045904,09990,ARCHOSAUR GAMES,220
1000057952,09991,BAOZUN-W,309
1000068054,09992,POP MART,12976
1000060727,09993,RADIANCE HLDGS,13141
1000062365,09995,REMEGEN,13163
1000037597,09996,PEIJIA-B,12909
1000018764,09998,KWAN YONG,10737
1000041666,09999,NTES-S,12820
1000274133,10012,SGALPBE@RP2606A,14672
1000276965,10063,JPYENHK@EP2606A,10579
1000280809,10079,SGAPPLE@RC2606A,14680
1000280847,10080,SGALPBE@RC2607A,14670
1000281765,10085,JPUSYEN@EP2606A,10533
1000281811,10087,JPUSYEN@EC2606A,10529
1000282599,10088,SG-NFLX@RC2609A,14559
1000283187,10091,JPEURUS@EC2606A,10182
1000283114,10094,JPYENHK@EC2606A,10576
1000270126,10777,SG-AMD @RP2606A,14396
1000261546,10900,SGTSLA@RC2606A$,14957
1000261864,10901,SGTSLA@RP2612A$,14958
1000262185,10903,SGNVDA@RP2612A$,14865
1000285807,11006,SG-MSFT@RC2606A,14551
1000285862,11007,SG-NVDA@RC2607A,14566
1000285799,11010,JPCNHHK@EC2606A,10136
1000286314,11036,SG-TSLA@RC2606A,14609
1000286494,11039,BP-GOLD@EC2607A,1895
1000286462,11040,BP-GOLD@EC2609A,1897
1000286402,11041,BP-OIL @EP2607A,1948
1000286434,11042,BP-OIL @EC2607A,1946
1000288135,11047,JPAUDHK@EP2607A,10073
1000288176,11048,JPAUDHK@EC2607A,10070
1000288823,11049,JPYENHK@EC2609A,10577
1000288661,11050,JPUSYEN@EC2607A,10530
1000288714,11051,JPUSYEN@EP2607A,10534
1000288770,11052,JPYENHK@EP2609A,10580
1000289816,11053,JPGBPHK@EC2607A,10199
1000289902,11054,JPEURHK@EP2607A,10180
1000289944,11055,JPGBPHK@EP2607A,10201
1000289859,11056,JPEURHK@EC2607A,10178
1000290027,11057,BP-GOLD@EC2608A,1896
1000290143,11058,BP-GOLD@EP2608A,1899
1000291084,11059,JPEURUS@EC2608A,10183
1000291267,11060,JPGBPUS@EC2608A,10203
1000291146,11061,JPGBPUS@EP2608A,10205
1000291206,11062,JPEURUS@EP2608A,10185
1000291711,11063,SGAPPLE@RP2609A,14682
1000291774,11064,SG-MSFT@RP2609A,14553
1000292293,11065,JPAUDHK@EC2609A,10071
1000292500,11066,JPAUDHK@EP2609A,10074
1000292689,11067,JP-N225@EP2609A,9907
1000292631,11068,JP-N225@EP2609B,9908
1000293126,11069,SG-META@RC2608A,14548
1000293091,11070,SG-AMZN@RC2609A,14397
1000293296,11071,UB-N225@EC2609A,16986
1000293249,11072,UB-N225@EC2609B,16987
1000293392,11073,UB-N225@EP2609A,16990
1000293345,11074,UB-N225@EP2609B,16991
1000293297,11075,UB-N225@EP2609C,16992
1000293250,11076,UB-N225@EP2609D,16993
1000294087,11077,MS-N225@EP2609A,12227
1000294148,11078,MS-N225@EP2609B,12228
1000294117,11079,SG-N225@EP2609A,14555
1000294341,11080,JP-N225@EC2609A,9900
1000294389,11081,JP-N225@EC2609B,9901
1000295282,11082,MS-N225@EC2609A,12223
1000295126,11083,MS-N225@EC2609B,12224
1000295624,11084,UBNQ100@EC2609A,17308
1000295675,11085,UBNQ100@EP2609A,17311
1000295725,11086,UBNQ100@EP2609B,17312
1000295576,11087,UB-DJIA@EC2609A,16890
1000295625,11088,UB-DJIA@EP2609A,16892
1000295676,11089,UB-DJIA@EP2609B,16893
1000295722,11090,SG-NVDA@RP2612A,14568
1000295977,11091,JP-N225@EP2609C,9909
1000295912,11092,JP-N225@EC2609C,9902
1000295845,11093,JP-N225@EP2609D,9910
1000295776,11094,JP-N225@EC2609D,9903
1000296119,11095,BP-OIL @EP2609A,1949
1000296070,11096,BP-OIL @EC2609A,1947
1000296201,11097,JPNQ100@EC2609A,10381
1000296241,11098,JP-DJIA@EC2609A,9764
1000296586,11099,SG-GOLD@EC2609A,14471
1000296654,11100,SG-GOLD@EP2609A,14474
1000296771,11101,MS-DJIA@EC2609A,12140
1000296866,11102,MSNQ100@EC2609A,12549
1000296818,11103,SG-DJIA@EC2609A,14460
1000296723,11104,SGNQ100@EC2609A,14862
1000296767,11105,JP-S&P @EP2609A,9932
1000296861,11106,JPUSCNH@EP2612A,10528
1000296813,11107,JPUSCNH@EC2612A,10527
1000296721,11108,JPNQ100@EP2609A,10384
1000296770,11109,JP-DJIA@EP2609A,9766
1000296865,11110,JP-S&P @EC2609A,9930
1000296817,11111,JPNQ100@EP2609B,10385
1000296722,11112,JP-DJIA@EP2609B,9767
1000297214,11113,SG-GOLD@EC2609B,14472
1000297375,11114,SG-MCRN@RP2612A,14547
1000297321,11115,SG-MCRN@RC2611A,14546
1000297264,11116,SGNQ100@EP2609A,14863
1000297466,11117,MS-S&P @EC2609A,12246
1000297567,11118,MS-S&P @EP2609A,12248
1000297516,11119,MS-DJIA@EP2609A,12142
1000297417,11120,MSNQ100@EP2609A,12551
1000297978,11121,SG-S&P @EC2609A,14571
1000298096,11122,SG-S&P @EP2609A,14572
1000298038,11123,SG-DJIA@EP2609A,14461
1000298156,11124,SG-GOLD@EC2609C,14473
1000297981,11125,SGSILVR@EC2609A,14913
1000298099,11126,SGSILVR@EP2609A,14916
1000298641,11127,SGSILVR@EC2612A,14915
1000298711,11128,SG-BDCM@RC2612A,14399
1000298504,11129,SG-BDCM@RP2612A,14400
1000298572,11130,SG-PLTR@RC2610A,14569
1000298642,11131,SG-PLTR@RP2612A,14570
1000298712,11132,SGAPPLE@RC2610A,14681
1000298820,11133,BP-GOLD@EP2610A,1900
1000298744,11134,SG-TSLA@RC2610A,14610
1000298863,11135,SG-TSLA@RP2612A,14611
1000298783,11136,SG-MSFT@RC2610A,14552
1000298823,11137,SG-AMZN@RP2612A,14398
1000299184,11138,SG-META@RP2612A,14549
1000299461,11139,MS-N225@EP2609C,12229
1000299820,11140,UBNQ100@EP2609C,17313
1000300167,11141,JPUSYEN@EP2610A,10535
1000300201,11142,JPUSYEN@EC2610A,10531
1000300569,11143,BPUSYEN@EP2610A,2252
1000300676,11144,BPUSYEN@EC2610A,2251
1000301006,11145,SGSILVR@EC2610A,14914
1000302199,11146,UBNQ100@EP2612A,17314
1000302160,11147,UBNQ100@EC2612A,17309
1000302437,11148,JP-S&P @EP2612A,9933
1000302391,11149,JPNQ100@EP2612A,10386
1000302767,11151,JPYENHK@EC2611A,10578
1000302810,11152,JPYENHK@EP2611A,10581
1000302897,11153,JPAUDHK@EC2611A,10072
1000302950,11154,UBNQ100@EP2612B,17315
1000303183,11155,JPGBPHK@EC2612A,10200
1000303145,11156,JPGBPHK@EP2612A,10202
1000303290,11157,JPEURHK@EC2612A,10179
1000303355,11158,JPEURHK@EP2612A,10181
1000303378,11159,JPNQ100@EP2612B,10387
1000303485,11160,JPNQ100@EC2612A,10382
1000303415,11161,JPCNHHK@EP2703A,10138
1000303450,11162,JPCNHHK@EC2703A,10137
1000304056,11163,JPGBPUS@EC2612A,10204
1000304090,11164,JPEURUS@EC2612A,10184
1000303988,11165,JPGBPUS@EP2612A,10206
1000304022,11166,JPEURUS@EP2612A,10186
1000305438,11167,SG-N225@EC2612A,14554
1000305393,11168,SG-N225@EP2612A,14556
1000305482,11169,SG-DJIA@EP2612A,14462
1000305349,11170,SGNQ100@EP2612A,14864
1000305440,11171,SG-S&P @EP2612A,14573
1000305943,11172,UB-N225@EC2612A,16988
1000305890,11173,UB-N225@EC2612B,16989
1000305838,11174,UB-N225@EP2612A,16994
1000305997,11175,UB-N225@EP2612B,16995
1000305944,11176,UB-N225@EP2612C,16996
1000305891,11177,UB-N225@EP2612D,16997
1000306208,11178,UB-DJIA@EC2612A,16891
1000306250,11179,UB-DJIA@EP2612A,16894
1000306292,11180,UBNQ100@EC2612B,17310
1000306166,11181,UBNQ100@EP2612C,17316
1000306210,11182,JPUSYEN@EP2703A,10536
1000306251,11183,JPUSYEN@EC2703A,10532
1000306294,11184,SGALPBE@RC2612A,14671
1000306169,11185,SG-NVDA@RC2612A,14567
1000306423,11186,JP-N225@EC2612B,9904
1000306521,11187,JP-N225@EC2612C,9905
1000306473,11188,JP-N225@EP2612A,9911
1000306375,11189,JP-N225@EC2612D,9906
1000306690,11190,MS-N225@EP2612A,12230
1000306568,11191,MS-N225@EP2612B,12231
1000306608,11192,JP-N225@EP2612B,9912
1000306648,11193,JP-N225@EP2612C,9913
1000306689,11194,JP-N225@EP2612D,9914
1000306569,11195,MS-N225@EC2612A,12225
1000306609,11196,MS-N225@EC2612B,12226
1000306649,11197,JP-DJIA@EP2612A,9768
1000306942,11198,MS-S&P @EP2612A,12249
1000307047,11199,MS-DJIA@EP2612A,12143
1000306996,11200,MS-S&P @EC2612A,12247
1000307100,11201,MS-DJIA@EC2612A,12141
1000306943,11202,MSNQ100@EC2612A,12550
1000307146,11203,JP-DJIA@EP2612B,9769
1000307109,11204,JPNQ100@EP2612C,10388
1000307220,11205,JP-DJIA@EP2612C,9770
1000307483,11206,JP-S&P @EC2612A,9931
1000307440,11207,JP-DJIA@EC2612A,9765
1000307527,11208,JPNQ100@EC2612B,10383
1000307739,11209,BP-N225@EC2703A,1939
1000307701,11210,BP-N225@EP2703A,1940
1000307625,11211,BP-GOLD@EC2612A,1898
1000307664,11212,BPYENHK@EC2612A,2283
1000304765,13000,BI-HSI @EC2612D,682
1000304852,13001,BICP&CC@EC2707A,882
1000304808,13002,BIMTUAN@EC2701A,1036
1000304896,13004,BIINBIO@EC2612A,953
1000277938,13005,SGTENCT@EC2703A,14944
1000304773,13006,SG-ICBC@EC2702A,14528
1000304932,13007,CIMTUAN@EC2612D,3611
1000305054,13010,CIHUAHO@EC2612B,3503
1000304993,13011,CIXIAMI@EP2702A,3802
1000305117,13012,MBLININ@EC2702A,11461
1000304935,13013,MB-CSPC@EC2612A,10999
1000305055,13014,MBZIJIN@EC2612A,11610
1000304994,13015,MB-GDS @EC2612A,11029
1000305118,13016,MB-KBLH@EP2612A,11073
1000304936,13017,MBBLKSM@EC2612A,11263
1000305056,13018,MB-SANY@EC2612A,11130
1000304996,13019,MSALIBA@EP2611B,12338
1000305116,13020,CITENCT@EC2707B,3748
1000277874,13022,SGALIBA@EC2609A,14649
1000304933,13023,CIMTUAN@EC2712A,3614
1000305057,13024,MSTENCT@EC2612A,12629
1000304995,13025,MSMTUAN@EC2612A,12538
1000305119,13027,MSXIAMI@EC2612C,12663
1000304937,13028,MSGUMIN@EC2612A,12431
1000305058,13030,MSMTUAN@EP2612A,12544
1000304997,13031,MSXIAMI@EP2612A,12671
1000305120,13032,MS-CRL @EC2612A,12127
1000304934,13033,JP-HKEX@EC2612A,9794
1000305075,13035,JPALIBA@EC2612C,10038
1000277999,13036,SG-SMIC@EC2607B,14585
1000305015,13037,JPBSSCG@EC2612A,10097
1000305136,13038,JP-CSC @EC2612A,9745
1000244853,13039,JPXIAMI@EC2612A,10552
1000304952,13040,JPTENCT@EP2612B,10517
1000277873,13043,SG-SMIC@EC2608A,14586
1000305076,13044,JPHUAHO@EP2612B,10252
1000305009,13045,GJ-HSI @EC2612B,5624
1000305131,13046,GJMTUAN@EC2612D,5769
1000304947,13048,GJXIAMI@EP2612A,5849
1000305071,13049,GJ-BYD @EC2612C,5573
1000244891,13050,MB-CGS @EC2608A,10947
1000305010,13052,GJTENCT@EP2611A,5829
1000305139,13053,UBZIJIN@EC2612B,17483
1000304955,13054,UB-HSI @EP2611B,16967
1000305077,13057,UB-HSI @EP2611C,16968
1000305016,13058,SG-HSI @EC2612C,14513
1000305138,13059,SGMTUAN@EC2612B,14853
1000304954,13060,SGMTUAN@EC2704A,14854
1000305062,13062,BIXIAMI@EC2612H,1182
1000305001,13063,BIXIAMI@EP2702A,1202
1000305137,13065,MB-AIA @EC2705A,10923
1000304953,13066,JPSMORE@EC2612A,10454
1000305065,13067,CTINOSC@EC2612A,4540
1000305005,13068,CTMTUAN@EC2708A,4603
1000305127,13071,CTHUAHO@EP2612B,4533
1000304943,13072,CT-HSI @EC2703A,4331
1000277872,13073,SG-HSBC@EC2609A,14490
1000305066,13074,CTMTUAN@EC2612B,4602
1000305006,13075,CTCFJLG@EC2703A,4467
1000305128,13076,CT-HKEX@EC2612A,4302
1000304944,13077,CTHZROB@EC2706A,4536
1000305067,13079,CT-SUNY@EC2612A,4389
1000305002,13083,BPXIAMI@EC2612C,2270
1000305124,13084,BPMTUAN@EC2703A,2156
1000304940,13085,BPTENCT@EC2612F,2232
1000305063,13086,BPALIBA@EC2612C,2011
1000305012,13087,HSPINAN@EC2612B,7473
1000305133,13089,HSXIAMI@EC2612D,7585
1000304949,13090,HSMTUAN@EC2612D,7453
1000305073,13091,HSTENCT@EC2612C,7550
1000305013,13092,HS-BYD @EC2612B,7050
1000305135,13093,HSKNATL@EC2612A,7391
1000245184,13095,MSXIAMI@EC2612A,12661
1000304950,13096,HS-DGL @EC2612A,7098
1000277991,13097,HSPETCH@EC2609A,7463
1000305074,13098,HSHUAHO@EC2612A,7363
1000305014,13101,HSKINGB@EC2612A,7385
1000305134,13102,HSZIJIN@EC2612B,7609
1000305314,13103,CIZJSHI@EC2701A,3834
1000305193,13104,CILAOPU@EC2702A,3566
1000305232,13105,CILENOV@EC2612A,3573
1000277931,13106,JP-SMIC@EC2607A,9950
1000305278,13107,MB-CTEL@EC2701A,11002
1000305320,13110,MBHUAHO@EC2612A,11405
1000245154,13111,CTLENOV@EC2606A,4574
1000305196,13112,JP-CATL@EP2612A,9687
1000277992,13113,JP-HSBC@EC2609A,9805
1000305234,13114,JPLENOV@EP2612B,10329
1000305275,13115,JP-DGL @EC2612A,9762
1000305321,13116,MB-TCL @EC2612A,11166
1000305201,13117,MB-DGL @EC2612A,11017
1000305239,13118,MB-SFMG@EC2701A,11141
1000305279,13119,MBZJSHI@EC2705A,11620
1000305322,13120,MB-SUNY@EC2612A,11162
1000305195,13121,GJALIBA@EC2612B,5669
1000305233,13122,GJALIBA@EC2703A,5673
1000305287,13124,GJHUAHO@EC2612B,5718
1000305316,13125,GJ-YOFC@EC2701A,5651
1000305194,13127,CT-KBLH@EC2612B,4345
1000305248,13128,CT-DGL @EC2612A,4290
1000305288,13129,GJHZROB@EC2702A,5725
1000305315,13130,CTBYDEI@EC2611A,4464
1000305206,13131,CTBIREN@EC2612A,4458
1000305246,13132,BP-SMIC@EC2703A,1969
1000305286,13133,BPHUAHO@EC2702A,2088
1000305327,13134,BPTENCT@EC2707A,2238
1000245273,13135,UBXIAMI@EC2612A,17450
1000305209,13136,JP-GIGA@EC2611B,9784
1000305247,13137,BPXIAMI@EC2711A,2272
1000245374,13138,CT-CTWR@EC2609A,4283
1000305291,13139,MSCLIFE@EP2612A,12385
1000305331,13141,MSTENCT@EP2612B,12641
1000305211,13144,MSALIBA@EC2612C,12325
1000245339,13147,CTXIAMI@EC2612A,4685
1000245304,13149,CTBYDEI@EC2609A,4463
1000305251,13150,MSKINGB@EC2612A,12471
1000305292,13151,MSINBIO@EC2612A,12456
1000305332,13152,SGXIAMI@EC2612E,14975
1000305212,13153,SGPOMRT@EP2612A,14904
1000305252,13154,SGKNATL@EC2610D,14803
1000305293,13155,SG-HSI @EP2611B,14524
1000305326,13157,BIHZROB@EC2702A,950
1000305205,13158,BIHZROB@EC2612A,949
1000305245,13159,BIHUAHO@EC2612B,932
1000305285,13160,BITENCT@EC2612B,1127
1000305333,13161,UBTENCT@EP2612B,17431
1000305213,13162,UBTENCT@EC2612C,17410
1000305253,13163,UB-BYD @EC2612B,16840
1000305294,13164,UBXIAMI@EC2611B,17449
1000305330,13165,JPTSUGA@EC2701A,10522
1000305210,13167,JPCFJLG@EC2702A,10107
1000305250,13169,JPPOMRT@EC2612B,10423
1000305290,13170,JPLIAUT@EC2612B,10333
1000305328,13171,HSTENCT@EP2612B,7564
1000278297,13172,MBKINGD@EC2606A,11429
1000305207,13173,HSPOMRT@EP2612A,7497
1000305249,13174,HSLENOV@EP2703A,7425
1000305289,13175,HSPOMRT@EC2612A,7490
1000305329,13176,HS-SUNY@EC2612A,7196
1000305208,13177,HSLENOV@EC2706A,7422
1000278150,13178,MB-CLPG@EC2608A,10968
1000305449,13179,JPALIBA@EC2611E,10035
1000305407,13180,JPLAOPU@EP2612A,10315
1000305489,13181,BP-PAHT@EC2612A,1951
1000305371,13182,BPLENOV@EC2612C,2131
1000305460,13183,BPCSHIP@EC2612A,2067
1000305417,13184,BP-DGL @EC2612A,1891
1000305511,13185,MBCSHIP@EC2612A,11339
1000245589,13186,BIXIAMI@EC2612A,1175
1000305378,13187,MB-CATL@EC2703A,10935
1000245573,13188,JPLENOV@EC2606A,10316
1000305467,13189,MBRMGEN@EC2612A,11516
1000305418,13190,CI-KBLH@EC2701A,3228
1000305504,13191,CIAMCS3@EC2612A,3387
1000305372,13192,CILENOV@EP2612A,3577
1000305461,13195,DS-KBLH@EC2702A,4941
1000245574,13196,SG-SMIC@EP2609A,14597
1000305420,13197,CT-ICBC@EP2612A,4341
1000305509,13198,JPBIREN@EC2612A,10090
1000305376,13199,JP-CHQG@EC2612A,9707
1000245630,13200,HS-SMIC@EC2608A,7176
1000305465,13201,HU-SUNY@EC2701A,8037
1000305422,13203,HU-DGL @EC2612A,7883
1000245711,13204,BPXIAMI@EC2612A,2268
1000305508,13205,HULENOV@EC2612A,8407
1000305375,13206,HUCP&CC@EC2704A,8235
1000305462,13207,GJPOMRT@EC2612B,5793
1000278151,13208,UBALIBA@EC2609A,17073
1000305421,13209,GJPOMRT@EP2612A,5798
1000245677,13210,CI-SMIC@EC2606A,3279
1000245662,13212,UBLENOV@EC2606A,17249
1000305506,13213,GJTENCT@EC2612E,5818
1000305373,13214,GJ-HKEX@EC2612A,5604
1000305463,13215,GJXIAMI@EC2612C,5842
1000305423,13216,MB-DATP@EC2701A,11011
1000305510,13217,JP-SUNY@EC2612B,9960
1000305377,13219,JPLENOV@EC2703A,10324
1000245738,13220,GJXIAMI@EC2612A,5840
1000305466,13221,JPMTUAN@EP2612B,10374
1000305419,13224,CTHAITN@EC2707A,4516
1000305505,13225,CTMOBVI@EC2708A,4594
1000305369,13226,BILENOV@EC2706A,996
1000305458,13227,BI-NIO @EC2612A,721
1000305414,13228,BI-DGL @EC2612A,630
1000278234,13229,BI-CATL@EC2609A,574
1000305502,13230,BIBIREN@EC2612A,860
1000305370,13231,BIALIBA@EC2701A,824
1000305459,13232,BIALIBA@EC2703B,827
1000305416,13234,BI-HSI @EP2612A,687
1000278284,13235,BIXIAMI@EP2606B,1189
1000245928,13236,CT-SMIC@EP2609A,4385
1000305513,13237,UB-SUNY@EC2612A,17035
1000305381,13238,UBKINGB@EC2612A,17216
1000305469,13239,UBLIAUT@EC2612B,17267
1000305426,13240,UB-CATL@EP2612A,16854
1000305514,13241,UB-TRIP@EC2612B,17042
1000305382,13242,UBLAOPU@EC2612A,17247
1000305470,13243,UBLENOV@EC2612A,17255
1000278136,13245,BITENCT@EC2703A,1131
1000305415,13246,BI-HSI @EP2612B,688
1000305503,13249,BITENCT@EC2707B,1134
1000305379,13251,MSLENOV@EP2612A,12517
1000305468,13252,MSLENOV@EC2612A,12511
1000305424,13254,MS-KBLH@EP2612A,12204
1000305507,13255,HS-YOFC@EC2612A,7220
1000305374,13256,HSSENTM@EC2612B,7506
1000305464,13258,HS-HKEX@EC2612A,7114
1000305425,13260,SGLENOV@EC2703A,14825
1000305512,13261,SG-SUNY@EC2612B,14603
1000305380,13262,SGLENOV@EP2703A,14829
1000305562,13263,JPALIBA@EP2611B,10051
1000305698,13265,JP-BILI@EP2611A,9660
1000305767,13267,JPCLIFE@EC2612A,10125
1000305619,13268,CITENCT@EP2701A,3756
1000305550,13270,CIPOMRT@EP2612A,3681
1000305688,13271,CTCRPOW@EC2612A,4490
1000305755,13272,CT-YOFC@EP2612A,4410
1000305622,13274,CTLAOPU@EC2612A,4573
1000305561,13275,HU-CRBH@EC2612A,7857
1000305697,13276,HUBUDWS@EC2702A,8190
1000305766,13278,HU-LENS@EC2612B,7956
1000305631,13279,HUTBREW@EC2704A,8532
1000305568,13281,MBZJGLD@EC2612A,11616
1000305703,13282,MB-TRIP@EC2612A,11175
1000305749,13283,BP-HSI @EP2612A,1928
1000305618,13285,BPTENCT@EP2706A,2246
1000305564,13286,JPTENCT@EP2701A,10518
1000305699,13290,JPRMGEN@EC2612A,10435
1000305759,13291,GJALIBA@EP2612A,5681
1000305626,13292,GJTENCT@EP2703A,5832
1000305555,13295,GJ-SUNY@EC2612A,5644
1000246190,13297,UB-SMIC@EP2609A,17026
1000305691,13298,GJ-CATL@EC2701B,5585
1000305761,13299,GJTENCT@EC2612F,5819
1000305641,13302,MSTENCT@EC2611F,12628
1000305572,13305,MSKSOFT@EC2612A,12486
1000246212,13307,CI-ZTE @EC2612A,3341
1000305685,13308,CIHSTEC@EC2701A,3488
1000305753,13309,CITCTRA@EC2701A,3725
1000305620,13310,CIMTUAN@EP2701A,3623
1000305557,13311,HSMTUAN@EP2612B,7459
1000305693,13312,HSALIBA@EP2612A,7263
1000305762,13314,HSTENCT@EP2612C,7565
1000305635,13316,MBUBTEC@EC2612A,11563
1000246267,13317,CI-SMIC@EP2609A,3297
1000305574,13318,SGTENCT@EP2704A,14956
1000305709,13319,SGMTUAN@EP2612B,14861
1000305776,13320,SGAKESO@EC2612A,14639
1000305642,13321,SGALIBA@EP2703A,14665
1000305577,13322,UBTENCT@EP2612C,17432
1000305711,13323,UBLENOV@EP2612A,17260
1000305778,13325,UB-BYD @EP2612A,16845
1000278290,13326,GJXIAMI@EC2608B,5835
1000246360,13327,CT-ZTE @EC2610A,4413
1000305645,13328,UB-ICBC@EP2612A,16975
1000305579,13329,UBXIAMI@EP2612B,17464
1000305712,13330,UBPINAN@EC2612B,17332
1000305782,13331,UBCLIFE@EC2612A,17134
1000305647,13332,UBAKESO@EC2612A,17056
1000278142,13333,DS-CATL@EC2609A,4925
1000305580,13334,UB-HSI @EP2612A,16969
1000305715,13335,UB-HSI @EP2612B,16970
1000305783,13336,UB-HSI @EP2612C,16971
1000278199,13337,MS-CATL@EC2609A,12079
1000305648,13338,UBBAIDU@EC2612A,17121
1000305582,13341,UB-HKEX@EP2612A,16915
1000305716,13342,UBALIBA@EC2612D,17087
1000305784,13343,UBALIBA@EP2612B,17104
1000305649,13347,UBALIBA@EP2612C,17105
1000246548,13351,BIBYDEI@EC2609A,863
1000305581,13352,UBALIBA@EC2611E,17083
1000305714,13353,UBMTUAN@EP2703A,17307
1000246554,13354,BI-ZTE @EC2612A,791
1000305780,13355,HSLININ@EC2612A,7430
1000246539,13356,BI-SMIC@EP2609A,752
1000305646,13357,HSSPDRG@EP2612A,7523
1000305578,13358,HSSPDRG@EC2612A,7518
1000305713,13359,HSANTAS@EC2701A,7275
1000305781,13361,HSTENCT@EC2612D,7551
1000305974,13362,MBLENOV@EC2706B,11453
1000305920,13363,MB-CICC@EC2612A,10957
1000305869,13364,MBFTA50@EC2704A,11363
1000305807,13365,CIPOMRT@EC2701A,3676
1000305965,13366,CIALUCO@EC2702A,3383
1000305913,13368,CITENCT@EC2702A,3744
1000305862,13371,CIAKESO@EC2701A,3350
1000305808,13372,CI-KBLH@EP2612A,3233
1000305966,13373,CILININ@EC2701A,3586
1000305914,13374,CI-KBLH@EC2612A,3227
1000305870,13375,MB-GIGA@EC2612A,11034
1000305816,13376,MBSENTM@EC2612B,11529
1000305968,13378,DS-CHQG@EC2612A,4929
1000305915,13379,CI-YOFC@EC2701A,3331
1000305859,13380,BP-AAC @EC2612A,1835
1000305813,13381,JPLININ@EC2612B,10337
1000305972,13382,JPAKESO@EC2612A,10014
1000305919,13383,JP-GAC @EC2612A,9772
1000305868,13384,JPGUMIN@EC2612A,10219
1000305809,13385,CTKINGD@EC2702A,4557
1000305973,13386,JPYUXIU@EC2612A,10584
1000305916,13387,CTPHANC@EC2701A,4616
1000305863,13388,CTKSOFT@EC2612A,4562
1000305815,13389,JPCITIC@EC2612A,10112
1000246666,13390,HS-SMIC@EP2609A,7188
1000305975,13391,MBCITBK@EC2708A,11295
1000305912,13392,BPMTUAN@EC2702A,2155
1000305861,13393,BP-SUNY@EC2701A,1976
1000305814,13394,JPTRSKY@EC2612A,10521
1000305969,13395,GJMTUAN@EC2701A,5770
1000305917,13397,GJ-YOFC@EC2612A,5650
1000305865,13398,HU-CSPC@EC2701A,7869
1000305811,13399,HULFGHL@EC2703A,8412
1000305970,13400,HU-CCB @EC2612A,7808
1000305921,13401,MBCSHCL@EC2611A,11332
1000278139,13402,BPALIBA@EC2609A,2002
1000305871,13403,MB-HSPG@EC2708A,11048
1000305817,13404,MBCFJLG@EC2703A,11288
1000305963,13405,BIMIMAX@EC2703A,1014
1000305911,13406,BIBEONE@EC2703A,859
1000305858,13408,BIALIBA@EP2612A,836
1000305805,13409,BICSHIP@EC2612A,891
1000278189,13411,BP-HSBC@EC2609A,1911
1000305967,13412,CTLENOV@EC2703A,4579
1000305922,13413,MBBUDWS@EC2706A,11274
1000305866,13415,HU-CTFJ@EC2703A,7873
1000305820,13416,UB-HKEX@EC2612A,16909
1000305978,13417,UB-TRIP@EC2706A,17043
1000305925,13418,UBTENCT@EC2612D,17411
1000305873,13419,UBTENCT@EC2703A,17413
1000305834,13420,UB-CATL@EC2612C,16851
